experiment,kind,seed,fold,auc,acc,sen,spec,f1,balanced_acc,best_epoch,epochs_trained,stopping_reason,stage
EXP-PROP-005,proposal,42,Set_0,0.9318181818181819,0.825,0.9545454545454546,0.6666666666666666,0.8571428571428572,0.8106060606060606,15.0,46.0,early_stopping,
EXP-PROP-005,proposal,42,Set_1,0.8359375,0.8,0.625,0.9166666666666666,0.7142857142857143,0.7708333333333333,7.0,38.0,early_stopping,
EXP-PROP-005,proposal,42,Set_2,0.9925,0.95,1.0,0.9,0.9523809523809523,0.95,27.0,58.0,early_stopping,
EXP-PROP-005,proposal,42,Set_3,0.9520202020202021,0.825,0.7727272727272727,0.8888888888888888,0.8292682926829269,0.8308080808080808,65.0,96.0,early_stopping,
EXP-PROP-005,proposal,3,Set_0,0.9722222222222223,0.875,0.9545454545454546,0.7777777777777778,0.8936170212765958,0.8661616161616161,81.0,112.0,early_stopping,
EXP-PROP-005,proposal,3,Set_1,0.8125,0.7,0.6875,0.7083333333333334,0.6470588235294118,0.6979166666666667,3.0,34.0,early_stopping,
EXP-PROP-005,proposal,3,Set_2,0.955,0.825,1.0,0.65,0.851063829787234,0.825,2.0,33.0,early_stopping,
EXP-PROP-005,proposal,3,Set_3,0.9242424242424242,0.825,0.7727272727272727,0.8888888888888888,0.8292682926829269,0.8308080808080808,9.0,40.0,early_stopping,
EXP-PROP-005,proposal,123,Set_0,0.8863636363636365,0.8,0.8636363636363636,0.7222222222222222,0.8260869565217391,0.7929292929292929,4.0,35.0,early_stopping,
EXP-PROP-005,proposal,123,Set_1,0.8567708333333334,0.75,0.8125,0.7083333333333334,0.7222222222222223,0.7604166666666667,18.0,49.0,early_stopping,
EXP-PROP-005,proposal,123,Set_2,0.99,0.95,0.95,0.95,0.9500000000000001,0.95,64.0,95.0,early_stopping,
EXP-PROP-005,proposal,123,Set_3,0.8611111111111112,0.725,0.6818181818181818,0.7777777777777778,0.7317073170731707,0.7297979797979798,32.0,63.0,early_stopping,
EXP-PROP-005,proposal,13,Set_0,0.9621212121212122,0.925,0.9545454545454546,0.8888888888888888,0.9333333333333332,0.9217171717171717,30.0,61.0,early_stopping,
EXP-PROP-005,proposal,13,Set_1,0.8828125,0.825,0.75,0.875,0.7741935483870969,0.8125,32.0,63.0,early_stopping,
EXP-PROP-005,proposal,13,Set_2,0.9675,0.925,0.9,0.95,0.9230769230769231,0.925,7.0,38.0,early_stopping,
EXP-PROP-005,proposal,13,Set_3,0.9015151515151515,0.825,0.6818181818181818,1.0,0.8108108108108109,0.8409090909090908,16.0,47.0,early_stopping,
EXP-PROP-005,proposal,64,Set_0,0.9747474747474748,0.925,0.9545454545454546,0.8888888888888888,0.9333333333333332,0.9217171717171717,15.0,46.0,early_stopping,
EXP-PROP-005,proposal,64,Set_1,0.8489583333333334,0.775,0.6875,0.8333333333333334,0.7096774193548386,0.7604166666666667,16.0,47.0,early_stopping,
EXP-PROP-005,proposal,64,Set_2,0.9924999999999999,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,44.0,75.0,early_stopping,
EXP-PROP-005,proposal,64,Set_3,0.9116161616161615,0.8,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.8080808080808081,14.0,45.0,early_stopping,
EXP-PROP-005,proposal,2026,Set_0,0.952020202020202,0.825,0.9090909090909091,0.7222222222222222,0.8510638297872342,0.8156565656565656,93.0,124.0,early_stopping,
EXP-PROP-005,proposal,2026,Set_1,0.890625,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,10.0,41.0,early_stopping,
EXP-PROP-005,proposal,2026,Set_2,0.975,0.9,0.9,0.9,0.9,0.9,10.0,41.0,early_stopping,
EXP-PROP-005,proposal,2026,Set_3,0.8863636363636364,0.8,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.8080808080808081,5.0,36.0,early_stopping,
svm_rbf,baseline,1234,Set_0,0.8888888888888888,0.825,0.8636363636363636,0.7777777777777778,0.8444444444444444,0.8207070707070707,,,,fit_complete
svm_rbf,baseline,1234,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,1234,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,1234,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,100,Set_0,0.8888888888888888,0.85,0.9090909090909091,0.7777777777777778,0.8695652173913043,0.8434343434343434,,,,fit_complete
svm_rbf,baseline,100,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,100,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,100,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,0,Set_0,0.8888888888888888,0.8,0.8181818181818182,0.7777777777777778,0.8181818181818182,0.797979797979798,,,,fit_complete
svm_rbf,baseline,0,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,0,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,0,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,2024,Set_0,0.8888888888888888,0.8,0.8181818181818182,0.7777777777777778,0.8181818181818182,0.797979797979798,,,,fit_complete
svm_rbf,baseline,2024,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,2024,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,2024,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,42,Set_0,0.8888888888888888,0.85,0.9090909090909091,0.7777777777777778,0.8695652173913043,0.8434343434343434,,,,fit_complete
svm_rbf,baseline,42,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,42,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,42,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,3,Set_0,0.8888888888888888,0.825,0.8636363636363636,0.7777777777777778,0.8444444444444444,0.8207070707070707,,,,fit_complete
svm_rbf,baseline,3,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,3,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,3,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,123,Set_0,0.8888888888888888,0.8,0.8181818181818182,0.7777777777777778,0.8181818181818182,0.797979797979798,,,,fit_complete
svm_rbf,baseline,123,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,123,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,123,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,13,Set_0,0.8888888888888888,0.85,0.9090909090909091,0.7777777777777778,0.8695652173913043,0.8434343434343434,,,,fit_complete
svm_rbf,baseline,13,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,13,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,13,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,64,Set_0,0.8888888888888888,0.85,0.9090909090909091,0.7777777777777778,0.8695652173913043,0.8434343434343434,,,,fit_complete
svm_rbf,baseline,64,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,64,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,64,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_rbf,baseline,2026,Set_0,0.8888888888888888,0.85,0.9090909090909091,0.7777777777777778,0.8695652173913043,0.8434343434343434,,,,fit_complete
svm_rbf,baseline,2026,Set_1,0.8854166666666666,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667,,,,fit_complete
svm_rbf,baseline,2026,Set_2,0.955,0.875,0.9,0.85,0.8780487804878048,0.875,,,,fit_complete
svm_rbf,baseline,2026,Set_3,0.787878787878788,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_linear,baseline,1234,Set_0,0.8005050505050505,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_linear,baseline,1234,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,1234,Set_2,0.92,0.85,0.8,0.9,0.8421052631578948,0.8500000000000001,,,,fit_complete
svm_linear,baseline,1234,Set_3,0.8181818181818182,0.8,0.7727272727272727,0.8333333333333334,0.8095238095238095,0.803030303030303,,,,fit_complete
svm_linear,baseline,100,Set_0,0.7992424242424243,0.65,0.7272727272727273,0.5555555555555556,0.6956521739130435,0.6414141414141414,,,,fit_complete
svm_linear,baseline,100,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,100,Set_2,0.92,0.85,0.8,0.9,0.8421052631578948,0.8500000000000001,,,,fit_complete
svm_linear,baseline,100,Set_3,0.8181818181818182,0.775,0.7727272727272727,0.7777777777777778,0.7906976744186046,0.7752525252525253,,,,fit_complete
svm_linear,baseline,0,Set_0,0.8005050505050505,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_linear,baseline,0,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,0,Set_2,0.92,0.825,0.75,0.9,0.8108108108108107,0.825,,,,fit_complete
svm_linear,baseline,0,Set_3,0.8181818181818182,0.8,0.7727272727272727,0.8333333333333334,0.8095238095238095,0.803030303030303,,,,fit_complete
svm_linear,baseline,2024,Set_0,0.8005050505050505,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_linear,baseline,2024,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,2024,Set_2,0.92,0.825,0.8,0.85,0.8205128205128205,0.825,,,,fit_complete
svm_linear,baseline,2024,Set_3,0.8181818181818182,0.775,0.7727272727272727,0.7777777777777778,0.7906976744186046,0.7752525252525253,,,,fit_complete
svm_linear,baseline,42,Set_0,0.8005050505050505,0.65,0.6818181818181818,0.6111111111111112,0.6818181818181818,0.6464646464646464,,,,fit_complete
svm_linear,baseline,42,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,42,Set_2,0.92,0.825,0.75,0.9,0.8108108108108107,0.825,,,,fit_complete
svm_linear,baseline,42,Set_3,0.8181818181818182,0.8,0.7727272727272727,0.8333333333333334,0.8095238095238095,0.803030303030303,,,,fit_complete
svm_linear,baseline,3,Set_0,0.8005050505050505,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_linear,baseline,3,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,3,Set_2,0.92,0.825,0.75,0.9,0.8108108108108107,0.825,,,,fit_complete
svm_linear,baseline,3,Set_3,0.8181818181818182,0.775,0.7727272727272727,0.7777777777777778,0.7906976744186046,0.7752525252525253,,,,fit_complete
svm_linear,baseline,123,Set_0,0.8005050505050505,0.65,0.6818181818181818,0.6111111111111112,0.6818181818181818,0.6464646464646464,,,,fit_complete
svm_linear,baseline,123,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,123,Set_2,0.92,0.825,0.75,0.9,0.8108108108108107,0.825,,,,fit_complete
svm_linear,baseline,123,Set_3,0.8181818181818182,0.775,0.7727272727272727,0.7777777777777778,0.7906976744186046,0.7752525252525253,,,,fit_complete
svm_linear,baseline,13,Set_0,0.8005050505050505,0.65,0.6818181818181818,0.6111111111111112,0.6818181818181818,0.6464646464646464,,,,fit_complete
svm_linear,baseline,13,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,13,Set_2,0.92,0.85,0.8,0.9,0.8421052631578948,0.8500000000000001,,,,fit_complete
svm_linear,baseline,13,Set_3,0.8181818181818182,0.775,0.7727272727272727,0.7777777777777778,0.7906976744186046,0.7752525252525253,,,,fit_complete
svm_linear,baseline,64,Set_0,0.8005050505050505,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_linear,baseline,64,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,64,Set_2,0.92,0.85,0.8,0.9,0.8421052631578948,0.8500000000000001,,,,fit_complete
svm_linear,baseline,64,Set_3,0.8181818181818182,0.775,0.7727272727272727,0.7777777777777778,0.7906976744186046,0.7752525252525253,,,,fit_complete
svm_linear,baseline,2026,Set_0,0.8005050505050505,0.675,0.6818181818181818,0.6666666666666666,0.6976744186046512,0.6742424242424242,,,,fit_complete
svm_linear,baseline,2026,Set_1,0.7369791666666666,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333,,,,fit_complete
svm_linear,baseline,2026,Set_2,0.92,0.85,0.8,0.9,0.8421052631578948,0.8500000000000001,,,,fit_complete
svm_linear,baseline,2026,Set_3,0.8181818181818182,0.8,0.7727272727272727,0.8333333333333334,0.8095238095238095,0.803030303030303,,,,fit_complete
rf,baseline,1234,Set_0,0.8434343434343434,0.775,0.8636363636363636,0.6666666666666666,0.8085106382978724,0.7651515151515151,,,,fit_complete
rf,baseline,1234,Set_1,0.8541666666666667,0.85,0.75,0.9166666666666666,0.7999999999999999,0.8333333333333333,,,,fit_complete
rf,baseline,1234,Set_2,0.95,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,1234,Set_3,0.7929292929292929,0.775,0.6818181818181818,0.8888888888888888,0.7692307692307693,0.7853535353535352,,,,fit_complete
rf,baseline,100,Set_0,0.8270202020202021,0.725,0.8181818181818182,0.6111111111111112,0.7659574468085107,0.7146464646464648,,,,fit_complete
rf,baseline,100,Set_1,0.8645833333333334,0.85,0.75,0.9166666666666666,0.7999999999999999,0.8333333333333333,,,,fit_complete
rf,baseline,100,Set_2,0.93875,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,100,Set_3,0.782828282828283,0.75,0.6363636363636364,0.8888888888888888,0.7368421052631579,0.7626262626262625,,,,fit_complete
rf,baseline,0,Set_0,0.8446969696969697,0.75,0.8181818181818182,0.6666666666666666,0.7826086956521738,0.7424242424242424,,,,fit_complete
rf,baseline,0,Set_1,0.8776041666666667,0.8,0.6875,0.875,0.7333333333333334,0.78125,,,,fit_complete
rf,baseline,0,Set_2,0.9425,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,0,Set_3,0.787878787878788,0.775,0.6818181818181818,0.8888888888888888,0.7692307692307693,0.7853535353535352,,,,fit_complete
rf,baseline,2024,Set_0,0.8295454545454546,0.725,0.8181818181818182,0.6111111111111112,0.7659574468085107,0.7146464646464648,,,,fit_complete
rf,baseline,2024,Set_1,0.8645833333333334,0.825,0.6875,0.9166666666666666,0.7586206896551724,0.8020833333333333,,,,fit_complete
rf,baseline,2024,Set_2,0.9349999999999999,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,2024,Set_3,0.8068181818181819,0.75,0.6363636363636364,0.8888888888888888,0.7368421052631579,0.7626262626262625,,,,fit_complete
rf,baseline,42,Set_0,0.8257575757575758,0.725,0.8181818181818182,0.6111111111111112,0.7659574468085107,0.7146464646464648,,,,fit_complete
rf,baseline,42,Set_1,0.8580729166666666,0.825,0.6875,0.9166666666666666,0.7586206896551724,0.8020833333333333,,,,fit_complete
rf,baseline,42,Set_2,0.9324999999999999,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,42,Set_3,0.7941919191919192,0.725,0.5909090909090909,0.8888888888888888,0.7027027027027029,0.7398989898989898,,,,fit_complete
rf,baseline,3,Set_0,0.8383838383838385,0.725,0.8181818181818182,0.6111111111111112,0.7659574468085107,0.7146464646464648,,,,fit_complete
rf,baseline,3,Set_1,0.8684895833333333,0.825,0.75,0.875,0.7741935483870969,0.8125,,,,fit_complete
rf,baseline,3,Set_2,0.9474999999999999,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,3,Set_3,0.7904040404040403,0.75,0.6363636363636364,0.8888888888888888,0.7368421052631579,0.7626262626262625,,,,fit_complete
rf,baseline,123,Set_0,0.8282828282828283,0.725,0.8181818181818182,0.6111111111111112,0.7659574468085107,0.7146464646464648,,,,fit_complete
rf,baseline,123,Set_1,0.8802083333333334,0.825,0.6875,0.9166666666666666,0.7586206896551724,0.8020833333333333,,,,fit_complete
rf,baseline,123,Set_2,0.9275,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,123,Set_3,0.7765151515151515,0.725,0.6363636363636364,0.8333333333333334,0.717948717948718,0.7348484848484849,,,,fit_complete
rf,baseline,13,Set_0,0.8320707070707071,0.75,0.8181818181818182,0.6666666666666666,0.7826086956521738,0.7424242424242424,,,,fit_complete
rf,baseline,13,Set_1,0.8645833333333333,0.85,0.75,0.9166666666666666,0.7999999999999999,0.8333333333333333,,,,fit_complete
rf,baseline,13,Set_2,0.945,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,13,Set_3,0.797979797979798,0.775,0.6818181818181818,0.8888888888888888,0.7692307692307693,0.7853535353535352,,,,fit_complete
rf,baseline,64,Set_0,0.8345959595959596,0.75,0.8636363636363636,0.6111111111111112,0.7916666666666666,0.7373737373737375,,,,fit_complete
rf,baseline,64,Set_1,0.8645833333333334,0.85,0.75,0.9166666666666666,0.7999999999999999,0.8333333333333333,,,,fit_complete
rf,baseline,64,Set_2,0.9525,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,64,Set_3,0.792929292929293,0.75,0.6363636363636364,0.8888888888888888,0.7368421052631579,0.7626262626262625,,,,fit_complete
rf,baseline,2026,Set_0,0.8270202020202021,0.775,0.8181818181818182,0.7222222222222222,0.8,0.7702020202020202,,,,fit_complete
rf,baseline,2026,Set_1,0.8645833333333334,0.8,0.6875,0.875,0.7333333333333334,0.78125,,,,fit_complete
rf,baseline,2026,Set_2,0.945,0.9,0.95,0.85,0.9047619047619048,0.8999999999999999,,,,fit_complete
rf,baseline,2026,Set_3,0.7929292929292929,0.75,0.6363636363636364,0.8888888888888888,0.7368421052631579,0.7626262626262625,,,,fit_complete
qda,baseline,1234,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,1234,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,1234,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,1234,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,100,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,100,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,100,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,100,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,0,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,0,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,0,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,0,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,2024,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,2024,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,2024,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,2024,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,42,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,42,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,42,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,42,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,3,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,3,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,3,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,3,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,123,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,123,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,123,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,123,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,13,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,13,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,13,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,13,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,64,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,64,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,64,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,64,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
qda,baseline,2026,Set_0,0.75,0.6,0.6363636363636364,0.5555555555555556,0.6363636363636364,0.595959595959596,,,,fit_complete
qda,baseline,2026,Set_1,0.8463541666666666,0.75,0.875,0.6666666666666666,0.7368421052631579,0.7708333333333333,,,,fit_complete
qda,baseline,2026,Set_2,0.935,0.85,0.85,0.85,0.85,0.85,,,,fit_complete
qda,baseline,2026,Set_3,0.76010101010101,0.65,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.6515151515151515,,,,fit_complete
gnb,baseline,1234,Set_0,0.7954545454545455,0.675,0.7272727272727273,0.6111111111111112,0.711111111111111,0.6691919191919192,,,,fit_complete
gnb,baseline,1234,Set_1,0.78125,0.7,0.4375,0.875,0.5384615384615384,0.65625,,,,fit_complete
gnb,baseline,1234,Set_2,0.8462500000000001,0.75,0.75,0.75,0.75,0.75,,,,fit_complete
gnb,baseline,1234,Set_3,0.7424242424242424,0.725,0.5909090909090909,0.8888888888888888,0.7027027027027029,0.7398989898989898,,,,fit_complete
gnb,baseline,100,Set_0,0.7954545454545455,0.675,0.7272727272727273,0.6111111111111112,0.711111111111111,0.6691919191919192,,,,fit_complete
gnb,baseline,100,Set_1,0.78125,0.7,0.4375,0.875,0.5384615384615384,0.65625,,,,fit_complete
gnb,baseline,100,Set_2,0.8462500000000001,0.75,0.75,0.75,0.75,0.75,,,,fit_complete
gnb,baseline,100,Set_3,0.7424242424242424,0.725,0.5909090909090909,0.8888888888888888,0.7027027027027029,0.7398989898989898,,,,fit_complete
gnb,baseline,0,Set_0,0.7954545454545455,0.675,0.7272727272727273,0.6111111111111112,0.711111111111111,0.6691919191919192,,,,fit_complete
gnb,baseline,0,Set_1,0.78125,0.7,0.4375,0.875,0.5384615384615384,0.65625,,,,fit_complete
gnb,baseline,0,Set_2,0.8462500000000001,0.75,0.75,0.75,0.75,0.75,,,,fit_complete
gnb,baseline,0,Set_3,0.7424242424242424,0.725,0.5909090909090909,0.8888888888888888,0.7027027027027029,0.7398989898989898,,,,fit_complete
gnb,baseline,2024,Set_0,0.7954545454545455,0.675,0.7272727272727273,0.6111111111111112,0.711111111111111,0.6691919191919192,,,,fit_complete
gnb,baseline,2024,Set_1,0.78125,0.7,0.4375,0.875,0.5384615384615384,0.65625,,,,fit_complete
gnb,baseline,2024,Set_2,0.8462500000000001,0.75,0.75,0.75,0.75,0.75,,,,fit_complete
gnb,baseline,2024,Set_3,0.7424242424242424,0.725,0.5909090909090909,0.8888888888888888,0.7027027027027029,0.7398989898989898,,,,fit_complete
gnb,baseline,42,Set_0,0.7954545454545455,0.675,0.7272727272727273,0.6111111111111112,0.711111111111111,0.6691919191919192,,,,fit_complete
gnb,baseline,42,Set_1,0.78125,0.7,0.4375,0.875,0.5384615384615384,0.65625,,,,fit_complete
gnb,baseline,42,Set_2,0.8462500000000001,0.75,0.75,0.75,0.75,0.75,,,,fit_complete
gnb,baseline,42,Set_3,0.7424242424242424,0.725,0.5909090909090909,0.8888888888888888,0.7027027027027029,0.7398989898989898,,,,fit_complete
