experiment,kind,seed,fold,auc,acc,sen,spec,f1,balanced_acc
fnn,baseline,3,Set_1,0.8671875,0.825,0.8125,0.8333333333333334,0.787878787878788,0.8229166666666667
fnn,baseline,3,Set_2,0.9849999999999999,0.925,0.95,0.9,0.9268292682926829,0.925
fnn,baseline,3,Set_3,0.8712121212121212,0.8,0.7727272727272727,0.8333333333333334,0.8095238095238095,0.803030303030303
fnn,baseline,123,Set_0,0.8813131313131313,0.8,0.8181818181818182,0.7777777777777778,0.8181818181818182,0.797979797979798
fnn,baseline,123,Set_1,0.8776041666666667,0.8,0.875,0.75,0.7777777777777777,0.8125
fnn,baseline,123,Set_2,1.0,0.95,1.0,0.9,0.9523809523809523,0.95
fnn,baseline,123,Set_3,0.7626262626262627,0.725,0.7272727272727273,0.7222222222222222,0.7441860465116279,0.7247474747474747
fnn,baseline,13,Set_0,0.8838383838383839,0.775,0.8181818181818182,0.7222222222222222,0.8,0.7702020202020202
fnn,baseline,13,Set_1,0.8229166666666666,0.8,0.8125,0.7916666666666666,0.7647058823529411,0.8020833333333333
fnn,baseline,13,Set_2,0.97,0.875,0.9,0.85,0.8780487804878048,0.875
fnn,baseline,13,Set_3,0.8156565656565657,0.75,0.6363636363636364,0.8888888888888888,0.7368421052631579,0.7626262626262625
fnn,baseline,64,Set_0,0.898989898989899,0.775,0.7727272727272727,0.7777777777777778,0.7906976744186046,0.7752525252525253
fnn,baseline,64,Set_1,0.859375,0.775,0.9375,0.6666666666666666,0.7692307692307693,0.8020833333333333
fnn,baseline,64,Set_2,0.98,0.875,0.85,0.9,0.8717948717948718,0.875
fnn,baseline,64,Set_3,0.8333333333333334,0.7,0.6818181818181818,0.7222222222222222,0.7142857142857143,0.702020202020202
fnn,baseline,2026,Set_0,0.888888888888889,0.775,0.8181818181818182,0.7222222222222222,0.8,0.7702020202020202
fnn,baseline,2026,Set_1,0.8463541666666666,0.825,0.875,0.7916666666666666,0.7999999999999999,0.8333333333333333
fnn,baseline,2026,Set_2,0.9825,0.925,0.9,0.95,0.9230769230769231,0.925
fnn,baseline,2026,Set_3,0.8560606060606061,0.75,0.6818181818181818,0.8333333333333334,0.7499999999999999,0.7575757575757576
fnn_cat,baseline,1234,Set_0,0.9267676767676768,0.85,0.9090909090909091,0.7777777777777778,0.8695652173913043,0.8434343434343434
fnn_cat,baseline,1234,Set_1,0.84375,0.725,0.625,0.7916666666666666,0.6451612903225806,0.7083333333333333
fnn_cat,baseline,1234,Set_2,0.915,0.825,0.85,0.8,0.8292682926829269,0.825
fnn_cat,baseline,1234,Set_3,0.8156565656565656,0.725,0.6818181818181818,0.7777777777777778,0.7317073170731707,0.7297979797979798
fnn_cat,baseline,100,Set_0,0.9444444444444444,0.925,0.9090909090909091,0.9444444444444444,0.9302325581395349,0.9267676767676767
fnn_cat,baseline,100,Set_1,0.7864583333333333,0.675,0.5625,0.75,0.5806451612903225,0.65625
fnn_cat,baseline,100,Set_2,0.9375,0.875,0.85,0.9,0.8717948717948718,0.875
fnn_cat,baseline,100,Set_3,0.7853535353535355,0.75,0.7272727272727273,0.7777777777777778,0.761904761904762,0.7525252525252526
fnn_cat,baseline,0,Set_0,0.9318181818181818,0.825,0.9090909090909091,0.7222222222222222,0.8510638297872342,0.8156565656565656
fnn_cat,baseline,0,Set_1,0.7916666666666667,0.675,0.6875,0.6666666666666666,0.6285714285714286,0.6770833333333333
fnn_cat,baseline,0,Set_2,0.935,0.9,0.8,1.0,0.888888888888889,0.9
fnn_cat,baseline,0,Set_3,0.8282828282828283,0.725,0.7272727272727273,0.7222222222222222,0.7441860465116279,0.7247474747474747
fnn_cat,baseline,2024,Set_0,0.9393939393939393,0.85,0.8636363636363636,0.8333333333333334,0.8636363636363636,0.8484848484848485
fnn_cat,baseline,2024,Set_1,0.765625,0.625,0.5625,0.6666666666666666,0.5454545454545455,0.6145833333333333
fnn_cat,baseline,2024,Set_2,0.89,0.875,0.8,0.95,0.8648648648648648,0.875
fnn_cat,baseline,2024,Set_3,0.8434343434343435,0.775,0.6818181818181818,0.8888888888888888,0.7692307692307693,0.7853535353535352
fnn_cat,baseline,42,Set_0,0.9570707070707071,0.9,0.8636363636363636,0.9444444444444444,0.9047619047619048,0.904040404040404
fnn_cat,baseline,42,Set_1,0.8515625,0.75,0.75,0.75,0.7058823529411765,0.75
fnn_cat,baseline,42,Set_2,0.9450000000000001,0.875,0.8,0.95,0.8648648648648648,0.875
fnn_cat,baseline,42,Set_3,0.8055555555555556,0.75,0.6363636363636364,0.8888888888888888,0.7368421052631579,0.7626262626262625
fnn_cat,baseline,3,Set_0,0.9444444444444444,0.85,0.9090909090909091,0.7777777777777778,0.8695652173913043,0.8434343434343434
fnn_cat,baseline,3,Set_1,0.7708333333333334,0.7,0.75,0.6666666666666666,0.6666666666666665,0.7083333333333333
fnn_cat,baseline,3,Set_2,0.935,0.875,0.85,0.9,0.8717948717948718,0.875
fnn_cat,baseline,3,Set_3,0.7676767676767677,0.7,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.696969696969697
fnn_cat,baseline,123,Set_0,0.9318181818181817,0.9,0.9090909090909091,0.8888888888888888,0.9090909090909091,0.898989898989899
fnn_cat,baseline,123,Set_1,0.8020833333333334,0.65,0.5625,0.7083333333333334,0.5625,0.6354166666666667
fnn_cat,baseline,123,Set_2,0.9375,0.875,0.85,0.9,0.8717948717948718,0.875
fnn_cat,baseline,123,Set_3,0.7777777777777778,0.625,0.6818181818181818,0.5555555555555556,0.6666666666666666,0.6186868686868687
fnn_cat,baseline,13,Set_0,0.9267676767676768,0.9,0.9090909090909091,0.8888888888888888,0.9090909090909091,0.898989898989899
fnn_cat,baseline,13,Set_1,0.8489583333333335,0.725,0.5625,0.8333333333333334,0.6206896551724138,0.6979166666666667
fnn_cat,baseline,13,Set_2,0.92,0.825,0.85,0.8,0.8292682926829269,0.825
fnn_cat,baseline,13,Set_3,0.8156565656565656,0.7,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.696969696969697
fnn_cat,baseline,64,Set_0,0.9444444444444445,0.925,0.9090909090909091,0.9444444444444444,0.9302325581395349,0.9267676767676767
fnn_cat,baseline,64,Set_1,0.78125,0.65,0.5625,0.7083333333333334,0.5625,0.6354166666666667
fnn_cat,baseline,64,Set_2,0.9049999999999999,0.9,0.85,0.95,0.8947368421052632,0.8999999999999999
fnn_cat,baseline,64,Set_3,0.8131313131313131,0.775,0.7272727272727273,0.8333333333333334,0.7804878048780488,0.7803030303030303
fnn_cat,baseline,2026,Set_0,0.9494949494949495,0.875,0.8181818181818182,0.9444444444444444,0.8780487804878049,0.8813131313131313
fnn_cat,baseline,2026,Set_1,0.8046875,0.675,0.625,0.7083333333333334,0.6060606060606061,0.6666666666666667
fnn_cat,baseline,2026,Set_2,0.9375,0.85,0.8,0.9,0.8421052631578948,0.8500000000000001
fnn_cat,baseline,2026,Set_3,0.8207070707070707,0.775,0.7272727272727273,0.8333333333333334,0.7804878048780488,0.7803030303030303
