category,n_stimuli,base_auc,loo_drop,mean_attn_pooled
social,22,0.9621212121212122,0.02777777777777768,0.010585626318181818
natural,31,0.9621212121212122,0.010101010101010055,0.010001403532258065
synthetic,15,0.9621212121212122,0.002525252525252486,0.0098492813
manipulated,32,0.9621212121212122,0.0,0.00966667103125
